survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_alone,age_group,fare_per_person,title,fare_bin,sex_male,embarked_C,embarked_Q,embarked_S,pclass_1,pclass_2,pclass_3,age_group_Child,age_group_Teen,age_group_Adult,age_group_Middle_Age,age_group_Senior,title_child,title_man,title_woman,fare_bin_Low,fare_bin_Medium,fare_bin_High,fare_bin_Very_High,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G
0,3,female,-0.5805310492667083,8,2,0.6627269176598182,S,Third,woman,False,,Southampton,no,False,5.956168782454203,0,Adult,-0.39757485800772585,woman,Very_High,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,2,male,0.026969611996626397,0,0,-0.37983772193529325,C,Second,man,True,,Cherbourg,no,True,-0.6223367722723301,1,Adult,-0.16755150595771098,man,Medium,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-1.4739143746539654,4,2,-0.06730745038694219,S,Third,child,False,,Southampton,no,False,3.324766560563589,0,Child,-0.44603978562436497,child,High,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,2,male,-2.04567970290181,2,1,0.07831683069411811,S,Second,child,False,F,Southampton,yes,False,1.3512148941456297,0,Child,-0.30724277079641793,child,Very_High,1,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,3,female,-1.8312677048088681,0,2,-0.2464085776935336,S,Third,child,False,,Southampton,yes,False,0.6933643386729765,0,Child,-0.370718832963692,child,High,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,male,0.741676272306432,0,0,0.2887427212545993,S,First,man,True,A,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.7536201367050828,man,Very_High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
1,3,female,-0.5805310492667083,1,0,-0.3712293900487281,Q,Third,woman,False,,Queenstown,yes,False,0.035513783200323175,0,Adult,-0.359956455641213,woman,Medium,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,1,male,1.0990296024613346,0,0,-0.15984701816751742,S,First,man,True,,Southampton,yes,True,-0.6223367722723301,1,Middle_Age,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,3,male,0.741676272306432,1,1,-0.3712293900487281,Q,Third,man,True,,Queenstown,no,False,0.6933643386729765,0,Middle_Age,-0.4280449652324066,man,Medium,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,0.45579360818250975,0,0,-0.5166948952305473,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.3561136280160274,man,Low,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,2,female,0.1699109440585875,0,0,-0.4190534560852011,S,Second,woman,False,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.22158303292362594,woman,Medium,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,2,male,-0.7592077143441597,0,0,-0.4190534560852011,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.22158303292362594,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,3,female,-0.7592077143441597,1,0,-0.5174906876893942,S,Third,woman,False,,Southampton,yes,False,0.035513783200323175,0,Adult,-0.46071602853779653,woman,Low,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,2,male,-1.9027383708398486,1,1,-0.1703683126955415,S,Second,child,False,F,Southampton,yes,False,0.6933643386729765,0,Child,-0.33579601675401527,child,High,1,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,female,1.0275589364303541,0,0,-0.1374500515613164,C,First,woman,False,B,Cherbourg,yes,True,-0.6223367722723301,1,Middle_Age,0.16641077300800367,woman,High,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
1,1,female,2.0281482608640817,0,0,2.1351495664918807,C,First,woman,False,B,Cherbourg,yes,True,-0.6223367722723301,1,Middle_Age,3.2976036527888306,woman,Very_High,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,3,male,0.8846176043683931,0,1,-0.5069693931613701,S,Third,man,True,,Southampton,no,False,0.035513783200323175,0,Middle_Age,-0.45346789687163724,man,Medium,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,2,female,-0.40185438418925695,0,0,-0.4190534560852011,S,Second,woman,False,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.22158303292362594,woman,Medium,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-0.11597172006533471,0,0,-0.4860071485362633,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3138319814020173,man,Medium,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,0.3128522761205486,0,0,-0.5434763722109722,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.393013207407384,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,1.134764935476825,0,0,-0.5295270486294538,C,Third,man,True,,Cherbourg,no,True,-0.6223367722723301,1,Middle_Age,-0.3737937979129717,man,Low,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,3,male,-0.8306783803751403,0,0,-0.5137451068374177,S,Third,man,True,,Southampton,yes,True,-0.6223367722723301,1,Teen,-0.3520494029144937,man,Low,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,female,-1.9742090368708292,0,1,-0.46759488311222125,S,Third,child,False,G,Southampton,no,False,0.035513783200323175,0,Child,-0.4263427524926268,child,Medium,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,3,male,0.1699109440585875,1,0,-0.36453402080362185,S,Third,man,True,,Southampton,no,False,0.035513783200323175,0,Adult,-0.3553440082172934,man,Medium,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,3,male,-0.2589130521272958,0,0,-0.3083407432107661,C,Third,man,True,,Cherbourg,yes,True,-0.6223367722723301,1,Adult,-0.06904280740400018,man,High,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,3,female,-0.9736197124371013,0,0,-0.5194839947617944,Q,Third,woman,False,,Queenstown,yes,True,-0.6223367722723301,1,Teen,-0.359956455641213,woman,Low,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,1,male,0.741676272306432,0,0,-0.0747201806225955,C,First,man,True,A,Cherbourg,yes,True,-0.6223367722723301,1,Middle_Age,0.25284013067952965,man,High,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,3,male,-0.40185438418925695,0,0,-0.5328747332520068,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.37840624533689127,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,2,female,0.3843229421515292,0,0,-0.2660164447684875,S,Second,woman,False,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.010728293544445681,woman,High,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.544795716251218,0,0,-0.529048807969089,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.37313487685241176,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,-0.3303837181582764,1,0,-0.5194839947617944,Q,Third,man,True,,Queenstown,no,False,0.035513783200323175,0,Adult,-0.46208922002800346,man,Low,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,female,0.09844027802760695,1,0,1.4991698326377312,C,First,woman,False,D,Cherbourg,yes,False,0.035513783200323175,0,Adult,0.9285636782837464,woman,Very_High,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,3,female,-0.18744238609631528,0,0,-0.5161363101392413,S,Third,woman,False,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.3553440082172934,woman,Low,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,2,male,0.8846176043683931,1,0,-0.1512386862809523,S,Second,man,True,,Southampton,no,False,0.035513783200323175,0,Middle_Age,-0.2084046117124272,man,High,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,1,female,0.1699109440585875,0,0,0.7916931200590543,C,First,woman,False,D,Cherbourg,yes,True,-0.6223367722723301,1,Adult,1.4465863306220321,woman,Very_High,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,male,0.026969611996626397,0,0,-0.4668775221216741,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.2874751389796198,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,3,male,-0.9736197124371013,0,0,-0.5137451068374177,S,Third,man,True,,Southampton,yes,True,-0.6223367722723301,1,Teen,-0.3520494029144937,man,Low,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,2,male,-0.18744238609631528,0,0,-0.4190534560852011,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.22158303292362594,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,1.5278535986472181,0,0,-0.5137451068374177,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.3520494029144937,man,Low,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,male,0.5987349402444708,1,0,1.0539277778381673,S,First,man,True,C,Southampton,yes,False,0.035513783200323175,0,Middle_Age,0.6218359245930951,man,Very_High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,3,male,-0.544795716251218,0,0,-0.48887659249845167,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.31778550776537695,man,Medium,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,2,male,-0.7592077143441597,0,0,-0.4668775221216741,S,Second,man,True,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.2874751389796198,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-0.6520017152976889,0,0,-0.529048807969089,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.37313487685241176,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,2,male,-0.8306783803751403,0,0,-0.4190534560852011,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Teen,-0.22158303292362594,man,Medium,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,female,-0.5805310492667083,3,1,-0.18057014246244193,S,Third,woman,False,,Southampton,no,False,2.009065449618283,0,Adult,-0.42997762463109956,woman,High,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,1,female,0.3843229421515292,1,0,0.9291069654829727,S,First,woman,False,C,Southampton,yes,False,0.035513783200323175,0,Adult,0.535846726190023,woman,Very_High,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0,3,male,-0.04450105403435416,0,0,-0.5190057541014297,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.35929753458065306,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,2,male,2.0996189268950625,0,0,-0.40948864287790654,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.2084046117124272,man,Medium,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,3,female,-1.7597970387778874,4,2,-0.06730745038694219,S,Third,child,False,,Southampton,yes,False,3.324766560563589,0,Child,-0.44603978562436497,child,High,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,2,male,-0.40185438418925695,0,0,-0.4668775221216741,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.2874751389796198,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,female,-0.5805310492667083,0,0,-0.5233099200447122,S,Third,woman,False,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3652278241256925,woman,Low,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,2,male,1.0275589364303541,1,0,-0.1703683126955415,S,Second,man,True,,Southampton,no,False,0.035513783200323175,0,Middle_Age,-0.22158303292362594,man,High,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,2,female,-1.5453850406849459,0,2,-0.1655859060918942,S,Second,child,False,,Southampton,yes,False,0.6933643386729765,0,Child,-0.3335996132188155,child,High,0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,2,male,-0.7592077143441597,0,0,-0.4668775221216741,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.2874751389796198,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,2,male,0.24138161008956807,0,0,-0.43292243523577834,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.24069174367986415,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,female,-0.5805310492667083,1,0,-0.3912351533531055,C,Third,woman,False,,Cherbourg,no,False,0.035513783200323175,0,Adult,-0.37373844854388466,woman,Medium,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,2,male,-0.04450105403435416,0,0,-0.4668775221216741,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.2874751389796198,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-0.544795716251218,0,0,-0.5314400112709127,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.37642948215521144,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,0.026969611996626397,0,0,-0.5295270486294538,C,Third,man,True,,Cherbourg,no,True,-0.6223367722723301,1,Adult,-0.3737937979129717,man,Low,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,1.0275589364303541,2,0,1.0539277778381673,Q,First,man,True,C,Queenstown,no,False,0.6933643386729765,0,Middle_Age,0.22648328825713213,man,Very_High,1,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,3,female,-0.3303837181582764,0,0,-0.5190057541014297,S,Third,woman,False,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.35929753458065306,woman,Low,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,2,female,-0.40185438418925695,0,2,-0.39035901646331733,S,Second,woman,False,,Southampton,yes,False,0.6933643386729765,0,Adult,-0.43683057937320585,woman,Medium,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,1,male,0.5272642742134903,1,1,0.3376036130427431,S,First,man,True,D,Southampton,yes,False,0.6933643386729765,0,Middle_Age,-0.10250106173640575,man,Very_High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0,2,male,1.7422655967401597,1,0,-0.1703683126955415,S,Second,man,True,,Southampton,no,False,0.035513783200323175,0,Middle_Age,-0.22158303292362594,man,High,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.3303837181582764,0,0,-0.529048807969089,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.37313487685241176,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,female,-0.04450105403435416,1,1,-0.46759488311222125,S,Third,woman,False,G,Southampton,no,False,0.6933643386729765,0,Adult,-0.47230249646668243,woman,Medium,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
0,1,male,2.3140309249880042,0,0,-0.15984701816751742,S,First,man,True,C,Southampton,no,True,-0.6223367722723301,1,Senior,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,3,male,0.026969611996626397,1,0,-0.3597516141999746,S,Third,man,True,,Southampton,no,False,0.035513783200323175,0,Adult,-0.3520494029144937,man,High,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,3,female,0.8131469383374125,0,2,-0.28108102556997655,S,Third,woman,False,,Southampton,no,False,0.6933643386729765,0,Middle_Age,-0.38664275859389047,woman,High,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,3,female,-0.04450105403435416,0,2,-0.3760921410833167,C,Third,woman,False,,Cherbourg,yes,False,0.6933643386729765,0,Adult,-0.4302782683469978,woman,Medium,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,1,female,0.3843229421515292,0,0,0.8473278125606041,C,First,woman,False,,Cherbourg,yes,True,-0.6223367722723301,1,Adult,1.5232399354390906,woman,Very_High,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,female,0.026969611996626397,0,0,0.9869740853871052,S,First,woman,False,B,Southampton,yes,True,-0.6223367722723301,1,Adult,1.7156448851225927,woman,Very_High,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,1,female,0.3843229421515292,0,0,9.132927597810493,C,First,woman,False,,Cherbourg,yes,True,-0.6223367722723301,1,Adult,12.939158008378197,woman,Very_High,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,2,female,1.4563829326162374,0,1,-0.1703683126955415,S,Second,woman,False,,Southampton,yes,False,0.035513783200323175,0,Middle_Age,-0.22158303292362594,woman,High,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,3,male,-1.9027383708398486,4,2,-0.06730745038694219,S,Third,child,False,,Southampton,yes,False,3.324766560563589,0,Child,-0.44603978562436497,child,High,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,male,1.5993242646781987,1,1,0.8559361444471693,S,First,man,True,E,Southampton,no,False,0.6933643386729765,0,Middle_Age,0.13555218189986065,man,Very_High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,1,male,0.741676272306432,0,0,-0.6677385994748607,S,First,man,True,B,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.5642219844147939,man,Low,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,3,female,-0.5805310492667083,0,0,-0.5194839947617944,Q,Third,woman,False,,Queenstown,no,True,-0.6223367722723301,1,Adult,-0.359956455641213,woman,Low,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,2,male,0.45579360818250975,0,0,-0.4668775221216741,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.2874751389796198,man,Medium,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-0.9736197124371013,4,1,0.09146844885414819,S,Third,man,True,,Southampton,no,False,2.666916005090936,0,Teen,-0.3898824538083102,man,Very_High,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,3,male,-0.3303837181582764,1,0,-0.5190057541014297,S,Third,man,True,,Southampton,yes,False,0.035513783200323175,0,Adult,-0.46175975949772347,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,female,2.0281482608640817,0,1,2.2679416941740347,S,First,woman,False,C,Southampton,yes,False,0.035513783200323175,0,Middle_Age,1.4581714807087969,woman,Very_High,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,1,female,0.3843229421515292,0,0,1.9268757589030405,S,First,woman,False,C,Southampton,yes,True,-0.6223367722723301,1,Adult,3.0106435309149773,woman,Very_High,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1,male,0.741676272306432,0,0,-0.0747201806225955,S,First,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.25284013067952965,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,3,male,-0.3303837181582764,0,0,-0.6677385994748607,S,Third,man,True,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.5642219844147939,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,2,female,0.8131469383374125,0,1,-0.2947108843903713,S,Second,woman,False,,Southampton,yes,False,0.035513783200323175,0,Middle_Age,-0.30724277079641793,woman,High,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,1,male,0.5272642742134903,0,1,-0.09958869496156147,C,First,man,True,C,Cherbourg,no,False,0.035513783200323175,0,Middle_Age,-0.17282287444219052,man,High,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,female,2.3855015910189845,1,0,0.8235745554416085,S,First,woman,False,D,Southampton,yes,False,0.035513783200323175,0,Senior,0.4631453298942028,woman,Very_High,0,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,female,1.0990296024613346,0,0,-0.5194839947617944,S,Third,woman,False,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.359956455641213,woman,Low,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,2,male,0.026969611996626397,0,0,-0.6677385994748607,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.5642219844147939,man,Low,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,-1.6168557067159264,4,1,-0.11058823014995024,Q,Third,child,False,,Queenstown,no,False,2.666916005090936,0,Child,-0.4362814784894058,child,High,1,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,3,female,0.3843229421515292,1,1,-0.2803636645794294,S,Third,woman,False,,Southampton,yes,False,0.6933643386729765,0,Adult,-0.38631329806361053,woman,High,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,3,male,2.528442923080946,0,0,-0.5194839947617944,Q,Third,man,True,,Queenstown,no,True,-0.6223367722723301,1,Senior,-0.359956455641213,man,Low,1,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,-0.11597172006533471,0,0,-0.5174906876893942,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3572100726607992,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,-0.9736197124371013,0,0,-0.4860071485362633,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Teen,-0.3138319814020173,man,Medium,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,3,male,-0.7592077143441597,0,0,-0.5137451068374177,S,Third,man,True,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.3520494029144937,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,0.741676272306432,0,0,-0.1703683126955415,S,First,man,True,A,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.12105591856754198,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,3,male,0.24138161008956807,0,0,-0.5020282106584818,C,Third,man,True,,Cherbourg,no,True,-0.6223367722723301,1,Adult,-0.33590583693077525,man,Medium,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,3,male,0.026969611996626397,0,0,-0.4860071485362633,S,Third,man,True,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.3138319814020173,man,Medium,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-0.544795716251218,0,0,-0.5166948952305473,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3561136280160274,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,2,male,0.8846176043683931,0,0,-0.4190534560852011,S,Second,man,True,,Southampton,yes,True,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,man,Medium,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,3,female,-0.544795716251218,0,0,-0.5194839947617944,Q,Third,woman,False,,Queenstown,yes,True,-0.6223367722723301,1,Adult,-0.359956455641213,woman,Low,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,1,female,-0.2589130521272958,0,0,0.8406324433154977,S,First,woman,False,,Southampton,yes,True,-0.6223367722723301,1,Adult,1.5140150405912514,woman,Very_High,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
