survived,pclass,sex,age,sibsp,parch,fare,embarked,family_size,is_alone,age_group,fare_per_person,title,age_group_Child,age_group_Teen,age_group_Adult,age_group_Middle_Age,age_group_Senior,title_child,title_man,title_woman
1,2,male,-1.9027383708398486,1,1,-0.1703683126955415,S,0.6933643386729765,0,Child,-0.33579601675401527,child,True,False,False,False,False,True,False,False
1,1,female,1.0275589364303541,0,0,-0.1374500515613164,C,-0.6223367722723301,1,Middle_Age,0.16641077300800367,woman,False,False,False,True,False,False,False,True
1,1,female,2.0281482608640817,0,0,2.1351495664918807,C,-0.6223367722723301,1,Middle_Age,3.2976036527888306,woman,False,False,False,True,False,False,False,True
0,3,male,0.8846176043683931,0,1,-0.5069693931613701,S,0.035513783200323175,0,Middle_Age,-0.45346789687163724,man,False,False,False,True,False,False,True,False
0,2,female,-0.40185438418925695,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,woman,False,False,True,False,False,False,False,True
0,3,male,-0.11597172006533471,0,0,-0.4860071485362633,S,-0.6223367722723301,1,Adult,-0.3138319814020173,man,False,False,True,False,False,False,True,False
0,3,male,0.3128522761205486,0,0,-0.5434763722109722,S,-0.6223367722723301,1,Adult,-0.393013207407384,man,False,False,True,False,False,False,True,False
0,3,male,1.134764935476825,0,0,-0.5295270486294538,C,-0.6223367722723301,1,Middle_Age,-0.3737937979129717,man,False,False,False,True,False,False,True,False
1,3,male,-0.8306783803751403,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Teen,-0.3520494029144937,man,False,True,False,False,False,False,True,False
0,3,female,-1.9742090368708292,0,1,-0.46759488311222125,S,0.035513783200323175,0,Child,-0.4263427524926268,child,True,False,False,False,False,True,False,False
0,3,male,0.1699109440585875,1,0,-0.36453402080362185,S,0.035513783200323175,0,Adult,-0.3553440082172934,man,False,False,True,False,False,False,True,False
1,3,male,-0.2589130521272958,0,0,-0.3083407432107661,C,-0.6223367722723301,1,Adult,-0.06904280740400018,man,False,False,True,False,False,False,True,False
1,3,female,-0.9736197124371013,0,0,-0.5194839947617944,Q,-0.6223367722723301,1,Teen,-0.359956455641213,woman,False,True,False,False,False,False,False,True
1,1,male,0.741676272306432,0,0,-0.0747201806225955,C,-0.6223367722723301,1,Middle_Age,0.25284013067952965,man,False,False,False,True,False,False,True,False
0,3,male,-0.40185438418925695,0,0,-0.5328747332520068,S,-0.6223367722723301,1,Adult,-0.37840624533689127,man,False,False,True,False,False,False,True,False
1,2,female,0.3843229421515292,0,0,-0.2660164447684875,S,-0.6223367722723301,1,Adult,-0.010728293544445681,woman,False,False,True,False,False,False,False,True
0,3,male,-0.544795716251218,0,0,-0.529048807969089,S,-0.6223367722723301,1,Adult,-0.37313487685241176,man,False,False,True,False,False,False,True,False
0,3,male,-0.3303837181582764,1,0,-0.5194839947617944,Q,0.035513783200323175,0,Adult,-0.46208922002800346,man,False,False,True,False,False,False,True,False
1,1,female,0.09844027802760695,1,0,1.4991698326377312,C,0.035513783200323175,0,Adult,0.9285636782837464,woman,False,False,True,False,False,False,False,True
1,3,female,-0.18744238609631528,0,0,-0.5161363101392413,S,-0.6223367722723301,1,Adult,-0.3553440082172934,woman,False,False,True,False,False,False,False,True
0,2,male,0.8846176043683931,1,0,-0.1512386862809523,S,0.035513783200323175,0,Middle_Age,-0.2084046117124272,man,False,False,False,True,False,False,True,False
1,1,female,0.1699109440585875,0,0,0.7916931200590543,C,-0.6223367722723301,1,Adult,1.4465863306220321,woman,False,False,True,False,False,False,False,True
0,2,male,0.026969611996626397,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,man,False,False,True,False,False,False,True,False
1,3,male,-0.9736197124371013,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Teen,-0.3520494029144937,man,False,True,False,False,False,False,True,False
0,2,male,-0.18744238609631528,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,man,False,False,True,False,False,False,True,False
0,3,male,1.5278535986472181,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Middle_Age,-0.3520494029144937,man,False,False,False,True,False,False,True,False
1,1,male,0.5987349402444708,1,0,1.0539277778381673,S,0.035513783200323175,0,Middle_Age,0.6218359245930951,man,False,False,False,True,False,False,True,False
0,3,male,-0.544795716251218,0,0,-0.48887659249845167,S,-0.6223367722723301,1,Adult,-0.31778550776537695,man,False,False,True,False,False,False,True,False
1,2,male,-0.7592077143441597,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,man,False,False,True,False,False,False,True,False
0,3,male,-0.6520017152976889,0,0,-0.529048807969089,S,-0.6223367722723301,1,Adult,-0.37313487685241176,man,False,False,True,False,False,False,True,False
0,2,male,-0.8306783803751403,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Teen,-0.22158303292362594,man,False,True,False,False,False,False,True,False
0,3,female,-0.5805310492667083,3,1,-0.18057014246244193,S,2.009065449618283,0,Adult,-0.42997762463109956,woman,False,False,True,False,False,False,False,True
1,1,female,0.3843229421515292,1,0,0.9291069654829727,S,0.035513783200323175,0,Adult,0.535846726190023,woman,False,False,True,False,False,False,False,True
0,3,male,-0.04450105403435416,0,0,-0.5190057541014297,S,-0.6223367722723301,1,Adult,-0.35929753458065306,man,False,False,True,False,False,False,True,False
0,2,male,2.0996189268950625,0,0,-0.40948864287790654,S,-0.6223367722723301,1,Middle_Age,-0.2084046117124272,man,False,False,False,True,False,False,True,False
1,3,female,-1.7597970387778874,4,2,-0.06730745038694219,S,3.324766560563589,0,Child,-0.44603978562436497,child,True,False,False,False,False,True,False,False
0,2,male,-0.40185438418925695,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,man,False,False,True,False,False,False,True,False
0,3,female,-0.5805310492667083,0,0,-0.5233099200447122,S,-0.6223367722723301,1,Adult,-0.3652278241256925,woman,False,False,True,False,False,False,False,True
0,2,male,1.0275589364303541,1,0,-0.1703683126955415,S,0.035513783200323175,0,Middle_Age,-0.22158303292362594,man,False,False,False,True,False,False,True,False
1,2,female,-1.5453850406849459,0,2,-0.1655859060918942,S,0.6933643386729765,0,Child,-0.3335996132188155,child,True,False,False,False,False,True,False,False
0,2,male,-0.7592077143441597,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,man,False,False,True,False,False,False,True,False
0,2,male,0.24138161008956807,0,0,-0.43292243523577834,S,-0.6223367722723301,1,Adult,-0.24069174367986415,man,False,False,True,False,False,False,True,False
0,3,female,-0.5805310492667083,1,0,-0.3912351533531055,C,0.035513783200323175,0,Adult,-0.37373844854388466,woman,False,False,True,False,False,False,False,True
0,2,male,-0.04450105403435416,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,man,False,False,True,False,False,False,True,False
0,3,male,-0.544795716251218,0,0,-0.5314400112709127,S,-0.6223367722723301,1,Adult,-0.37642948215521144,man,False,False,True,False,False,False,True,False
0,3,male,0.026969611996626397,0,0,-0.5295270486294538,C,-0.6223367722723301,1,Adult,-0.3737937979129717,man,False,False,True,False,False,False,True,False
0,1,male,1.0275589364303541,2,0,1.0539277778381673,Q,0.6933643386729765,0,Middle_Age,0.22648328825713213,man,False,False,False,True,False,False,True,False
0,3,female,-0.3303837181582764,0,0,-0.5190057541014297,S,-0.6223367722723301,1,Adult,-0.35929753458065306,woman,False,False,True,False,False,False,False,True
1,2,female,-0.40185438418925695,0,2,-0.39035901646331733,S,0.6933643386729765,0,Adult,-0.43683057937320585,woman,False,False,True,False,False,False,False,True
1,1,male,0.5272642742134903,1,1,0.3376036130427431,S,0.6933643386729765,0,Middle_Age,-0.10250106173640575,man,False,False,False,True,False,False,True,False
0,2,male,1.7422655967401597,1,0,-0.1703683126955415,S,0.035513783200323175,0,Middle_Age,-0.22158303292362594,man,False,False,False,True,False,False,True,False
0,3,male,-0.3303837181582764,0,0,-0.529048807969089,S,-0.6223367722723301,1,Adult,-0.37313487685241176,man,False,False,True,False,False,False,True,False
0,3,female,-0.04450105403435416,1,1,-0.46759488311222125,S,0.6933643386729765,0,Adult,-0.47230249646668243,woman,False,False,True,False,False,False,False,True
0,1,male,2.3140309249880042,0,0,-0.15984701816751742,S,-0.6223367722723301,1,Senior,0.13555218189986065,man,False,False,False,False,True,False,True,False
0,3,male,0.026969611996626397,1,0,-0.3597516141999746,S,0.035513783200323175,0,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,3,female,0.8131469383374125,0,2,-0.28108102556997655,S,0.6933643386729765,0,Middle_Age,-0.38664275859389047,woman,False,False,False,True,False,False,False,True
1,3,female,-0.04450105403435416,0,2,-0.3760921410833167,C,0.6933643386729765,0,Adult,-0.4302782683469978,woman,False,False,True,False,False,False,False,True
1,1,female,0.3843229421515292,0,0,0.8473278125606041,C,-0.6223367722723301,1,Adult,1.5232399354390906,woman,False,False,True,False,False,False,False,True
1,1,female,0.026969611996626397,0,0,0.9869740853871052,S,-0.6223367722723301,1,Adult,1.7156448851225927,woman,False,False,True,False,False,False,False,True
1,1,female,0.3843229421515292,0,0,9.132927597810493,C,-0.6223367722723301,1,Adult,12.939158008378197,woman,False,False,True,False,False,False,False,True
1,2,female,1.4563829326162374,0,1,-0.1703683126955415,S,0.035513783200323175,0,Middle_Age,-0.22158303292362594,woman,False,False,False,True,False,False,False,True
1,3,male,-1.9027383708398486,4,2,-0.06730745038694219,S,3.324766560563589,0,Child,-0.44603978562436497,child,True,False,False,False,False,True,False,False
0,1,male,1.5993242646781987,1,1,0.8559361444471693,S,0.6933643386729765,0,Middle_Age,0.13555218189986065,man,False,False,False,True,False,False,True,False
0,1,male,0.741676272306432,0,0,-0.6677385994748607,S,-0.6223367722723301,1,Middle_Age,-0.5642219844147939,man,False,False,False,True,False,False,True,False
0,3,female,-0.5805310492667083,0,0,-0.5194839947617944,Q,-0.6223367722723301,1,Adult,-0.359956455641213,woman,False,False,True,False,False,False,False,True
0,2,male,0.45579360818250975,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Middle_Age,-0.2874751389796198,man,False,False,False,True,False,False,True,False
0,3,male,-0.9736197124371013,4,1,0.09146844885414819,S,2.666916005090936,0,Teen,-0.3898824538083102,man,False,True,False,False,False,False,True,False
1,3,male,-0.3303837181582764,1,0,-0.5190057541014297,S,0.035513783200323175,0,Adult,-0.46175975949772347,man,False,False,True,False,False,False,True,False
1,1,female,2.0281482608640817,0,1,2.2679416941740347,S,0.035513783200323175,0,Middle_Age,1.4581714807087969,woman,False,False,False,True,False,False,False,True
1,1,female,0.3843229421515292,0,0,1.9268757589030405,S,-0.6223367722723301,1,Adult,3.0106435309149773,woman,False,False,True,False,False,False,False,True
0,1,male,0.741676272306432,0,0,-0.0747201806225955,S,-0.6223367722723301,1,Middle_Age,0.25284013067952965,man,False,False,False,True,False,False,True,False
1,3,male,-0.3303837181582764,0,0,-0.6677385994748607,S,-0.6223367722723301,1,Adult,-0.5642219844147939,man,False,False,True,False,False,False,True,False
1,2,female,0.8131469383374125,0,1,-0.2947108843903713,S,0.035513783200323175,0,Middle_Age,-0.30724277079641793,woman,False,False,False,True,False,False,False,True
0,1,male,0.5272642742134903,0,1,-0.09958869496156147,C,0.035513783200323175,0,Middle_Age,-0.17282287444219052,man,False,False,False,True,False,False,True,False
1,1,female,2.3855015910189845,1,0,0.8235745554416085,S,0.035513783200323175,0,Senior,0.4631453298942028,woman,False,False,False,False,True,False,False,True
0,3,female,1.0990296024613346,0,0,-0.5194839947617944,S,-0.6223367722723301,1,Middle_Age,-0.359956455641213,woman,False,False,False,True,False,False,False,True
0,2,male,0.026969611996626397,0,0,-0.6677385994748607,S,-0.6223367722723301,1,Adult,-0.5642219844147939,man,False,False,True,False,False,False,True,False
0,3,male,-1.6168557067159264,4,1,-0.11058823014995024,Q,2.666916005090936,0,Child,-0.4362814784894058,child,True,False,False,False,False,True,False,False
1,3,female,0.3843229421515292,1,1,-0.2803636645794294,S,0.6933643386729765,0,Adult,-0.38631329806361053,woman,False,False,True,False,False,False,False,True
0,3,male,2.528442923080946,0,0,-0.5194839947617944,Q,-0.6223367722723301,1,Senior,-0.359956455641213,man,False,False,False,False,True,False,True,False
0,3,male,-0.11597172006533471,0,0,-0.5174906876893942,S,-0.6223367722723301,1,Adult,-0.3572100726607992,man,False,False,True,False,False,False,True,False
0,3,male,-0.9736197124371013,0,0,-0.4860071485362633,S,-0.6223367722723301,1,Teen,-0.3138319814020173,man,False,True,False,False,False,False,True,False
1,3,male,-0.7592077143441597,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,1,male,0.741676272306432,0,0,-0.1703683126955415,S,-0.6223367722723301,1,Middle_Age,0.12105591856754198,man,False,False,False,True,False,False,True,False
0,3,male,0.24138161008956807,0,0,-0.5020282106584818,C,-0.6223367722723301,1,Adult,-0.33590583693077525,man,False,False,True,False,False,False,True,False
1,3,male,0.026969611996626397,0,0,-0.4860071485362633,S,-0.6223367722723301,1,Adult,-0.3138319814020173,man,False,False,True,False,False,False,True,False
0,3,male,-0.544795716251218,0,0,-0.5166948952305473,S,-0.6223367722723301,1,Adult,-0.3561136280160274,man,False,False,True,False,False,False,True,False
1,2,male,0.8846176043683931,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,man,False,False,False,True,False,False,True,False
1,3,female,-0.544795716251218,0,0,-0.5194839947617944,Q,-0.6223367722723301,1,Adult,-0.359956455641213,woman,False,False,True,False,False,False,False,True
1,1,female,-0.2589130521272958,0,0,0.8406324433154977,S,-0.6223367722723301,1,Adult,1.5140150405912514,woman,False,False,True,False,False,False,False,True
1,1,female,-0.7592077143441597,1,0,1.0745724706647921,C,0.035513783200323175,0,Adult,0.6360580767642208,woman,False,False,True,False,False,False,False,True
0,2,male,0.45579360818250975,0,0,-0.42144465938702474,C,-0.6223367722723301,1,Middle_Age,-0.22487763822642565,man,False,False,False,True,False,False,True,False
0,3,female,-0.40185438418925695,0,0,-0.4984414057057463,S,-0.6223367722723301,1,Adult,-0.3309639289765757,woman,False,False,True,False,False,False,False,True
0,3,male,-0.40185438418925695,0,0,-0.5166948952305473,S,-0.6223367722723301,1,Adult,-0.3561136280160274,man,False,False,True,False,False,False,True,False
0,3,male,-0.4375897172047472,0,0,-0.5294467041985125,C,-0.6223367722723301,1,Adult,-0.37368309917479764,man,False,False,True,False,False,False,True,False
0,1,female,-1.9742090368708292,1,2,2.2313562836561327,S,1.3512148941456297,0,Child,0.4343728828637927,child,True,False,False,False,False,True,False,False
1,1,male,0.741676272306432,0,0,-0.0842849938298901,S,-0.6223367722723301,1,Middle_Age,0.23966170946833087,man,False,False,False,True,False,False,True,False
1,1,female,1.4563829326162374,0,1,4.06724183436539,C,0.035513783200323175,0,Middle_Age,2.6977113765180936,woman,False,False,False,True,False,False,False,True
1,3,male,-0.3303837181582764,2,0,-0.2229747853356618,Q,0.6933643386729765,0,Adult,-0.359956455641213,man,False,False,True,False,False,False,True,False
0,3,male,-0.7592077143441597,0,0,-0.6677385994748607,S,-0.6223367722723301,1,Adult,-0.5642219844147939,man,False,False,True,False,False,False,True,False
1,2,female,-0.11597172006533471,0,0,-0.43148771325468405,Q,-0.6223367722723301,1,Adult,-0.23871498049818435,woman,False,False,True,False,False,False,False,True
1,1,male,-2.051397356184288,1,2,2.2313562836561327,S,1.3512148941456297,0,Child,0.4343728828637927,child,True,False,False,False,False,True,False,False
1,1,female,0.3843229421515292,0,0,1.4534175051419582,C,-0.6223367722723301,1,Adult,2.3583116809606386,woman,False,False,True,False,False,False,False,True
1,1,female,-0.9021490464061208,1,0,1.4154777170739035,C,0.035513783200323175,0,Teen,0.8709080854847517,woman,False,True,False,False,False,False,False,True
0,2,male,0.026969611996626397,1,0,-0.2086275655247199,C,0.035513783200323175,0,Adult,-0.24793987534602346,man,False,False,True,False,False,False,True,False
1,1,female,0.026969611996626397,0,0,0.42129572860657083,C,-0.6223367722723301,1,Adult,0.9362519692183598,woman,False,False,True,False,False,False,False,True
1,1,female,-0.40185438418925695,0,0,0.9230486127974724,C,-0.6223367722723301,1,Adult,1.6275682247996668,woman,False,False,True,False,False,False,False,True
1,1,female,-0.8306783803751403,2,2,4.351397131052981,C,2.009065449618283,0,Teen,0.8188533217005167,woman,False,True,False,False,False,False,False,True
0,2,female,-0.2589130521272958,1,1,-0.1703683126955415,S,0.6933643386729765,0,Adult,-0.33579601675401527,woman,False,False,True,False,False,False,False,True
0,2,male,0.9560882703993736,1,1,-0.1655859060918942,S,0.6933643386729765,0,Middle_Age,-0.3335996132188155,man,False,False,False,True,False,False,True,False
1,3,female,-0.2589130521272958,0,0,-0.5174906876893942,S,-0.6223367722723301,1,Adult,-0.3572100726607992,woman,False,False,True,False,False,False,False,True
1,2,female,-0.40185438418925695,1,0,-0.1703683126955415,S,0.035513783200323175,0,Adult,-0.22158303292362594,woman,False,False,True,False,False,False,False,True
0,2,male,1.7422655967401597,0,0,-0.3999238296706119,S,-0.6223367722723301,1,Middle_Age,-0.1952261905012284,man,False,False,False,True,False,False,True,False
1,1,female,0.09844027802760695,0,2,2.4860997797312927,S,0.6933643386729765,0,Adult,0.8842332264521019,woman,False,False,True,False,False,False,False,True
1,1,female,0.741676272306432,1,1,1.905196153287387,C,0.6933643386729765,0,Middle_Age,0.6174431175226955,woman,False,False,False,True,False,False,False,True
0,3,male,-0.18744238609631528,0,0,-0.5166948952305473,S,-0.6223367722723301,1,Adult,-0.3561136280160274,man,False,False,True,False,False,False,True,False
1,2,female,0.026969611996626397,0,0,-0.43148771325468405,Q,-0.6223367722723301,1,Adult,-0.23871498049818435,woman,False,False,True,False,False,False,False,True
1,2,female,-0.544795716251218,1,1,-0.1129794334517739,S,0.6933643386729765,0,Adult,-0.3094391743316177,woman,False,False,True,False,False,False,False,True
1,1,female,0.45579360818250975,0,0,1.9268757589030405,C,-0.6223367722723301,1,Middle_Age,3.0106435309149773,woman,False,False,False,True,False,False,False,True
0,3,male,2.2425602589570235,0,0,-0.5484175547138606,S,-0.6223367722723301,1,Senior,-0.39982117980508924,man,False,False,False,False,True,False,True,False
1,2,female,0.45579360818250975,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,woman,False,False,False,True,False,False,False,True
1,3,female,0.09844027802760695,1,1,-0.2751030173154174,S,0.6933643386729765,0,Adult,-0.3838972541748908,woman,False,False,True,False,False,False,False,True
1,1,female,-0.9736197124371013,0,1,0.44138183634188943,C,0.035513783200323175,0,Teen,0.19985233467354163,woman,False,True,False,False,False,False,False,True
1,3,female,-0.5805310492667083,2,0,-0.2229747853356618,Q,0.6933643386729765,0,Adult,-0.359956455641213,woman,False,False,True,False,False,False,False,True
0,1,male,1.134764935476825,0,0,-0.1225442466590685,S,-0.6223367722723301,1,Middle_Age,0.18694802462353582,man,False,False,False,True,False,False,True,False
0,1,male,0.5987349402444708,0,1,2.2679416941740347,S,0.035513783200323175,0,Middle_Age,1.4581714807087969,man,False,False,False,True,False,False,True,False
0,3,male,-0.9736197124371013,2,0,-0.32340532401225514,S,0.6933643386729765,0,Teen,-0.40608092988040867,man,False,True,False,False,False,False,True,False
1,1,female,0.3843229421515292,1,0,1.8889359708349862,S,0.035513783200323175,0,Adult,1.1970740104619213,woman,False,False,True,False,False,False,False,True
0,1,male,-0.04450105403435416,1,0,0.60629451973678,S,0.035513783200323175,0,Adult,0.3134608682510439,man,False,False,True,False,False,False,True,False
1,1,female,0.8131469383374125,0,0,1.905196153287387,C,-0.6223367722723301,1,Middle_Age,2.9807733213976744,woman,False,False,False,True,False,False,False,True
1,3,male,1.0990296024613346,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Middle_Age,-0.3520494029144937,man,False,False,False,True,False,False,True,False
0,1,male,1.0990296024613346,0,0,0.011363138243055909,S,-0.6223367722723301,1,Middle_Age,0.3714459215803185,man,False,False,False,True,False,False,True,False
1,2,male,-1.9742090368708292,1,1,-0.1703683126955415,S,0.6933643386729765,0,Child,-0.33579601675401527,child,True,False,False,False,False,True,False,False
1,1,female,-0.40185438418925695,3,2,4.3633531475620995,S,2.666916005090936,0,Adult,0.5910862751002981,woman,False,False,True,False,False,False,False,True
0,2,male,-0.11597172006533471,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,man,False,False,True,False,False,False,True,False
0,2,male,0.45579360818250975,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,man,False,False,False,True,False,False,True,False
1,2,female,-0.40185438418925695,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Adult,-0.22158303292362594,woman,False,False,True,False,False,False,False,True
1,2,female,0.741676272306432,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,woman,False,False,False,True,False,False,False,True
1,3,female,-0.5805310492667083,1,0,-0.3597516141999746,S,0.035513783200323175,0,Adult,-0.3520494029144937,woman,False,False,True,False,False,False,False,True
1,3,male,-1.9027383708398486,1,1,-0.36357753948289245,S,0.6933643386729765,0,Child,-0.4245307195760869,child,True,False,False,False,False,True,False,False
0,3,male,0.8846176043683931,0,0,-0.5020282106584818,S,-0.6223367722723301,1,Middle_Age,-0.33590583693077525,man,False,False,False,True,False,False,True,False
0,3,male,-0.47332505022023746,0,0,-0.4912677958002753,S,-0.6223367722723301,1,Adult,-0.32108011306817663,man,False,False,True,False,False,False,True,False
0,1,male,0.741676272306432,0,0,0.0017983250357613083,S,-0.6223367722723301,1,Middle_Age,0.35826750036911975,man,False,False,False,True,False,False,True,False
0,3,male,-1.0450903784680818,1,1,-0.5294467041985125,C,0.6933643386729765,0,Teen,-0.5007090226681284,child,False,True,False,False,False,True,False,False
0,3,male,-0.3303837181582764,1,0,-0.32723124929517294,S,0.035513783200323175,0,Adult,-0.3296460868554558,man,False,False,True,False,False,False,True,False
1,1,female,-0.544795716251218,0,1,0.38439085332754536,S,0.035513783200323175,0,Adult,0.16059118220113827,woman,False,False,True,False,False,False,False,True
0,2,female,0.5987349402444708,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,woman,False,False,False,True,False,False,False,True
0,3,male,0.741676272306432,1,4,-0.13402202250782205,S,2.666916005090936,0,Middle_Age,-0.4416626671506454,man,False,False,False,True,False,False,True,False
0,2,male,-0.04450105403435416,1,0,-0.1374500515613164,C,0.035513783200323175,0,Adult,-0.1989056057033951,man,False,False,True,False,False,False,True,False
0,3,female,1.0990296024613346,0,1,-0.3912351533531055,C,0.035513783200323175,0,Middle_Age,-0.37373844854388466,woman,False,False,False,True,False,False,False,True
0,3,male,0.3843229421515292,0,0,-0.5328747332520068,S,-0.6223367722723301,1,Adult,-0.37840624533689127,man,False,False,True,False,False,False,True,False
0,3,male,0.026969611996626397,0,0,-0.529048807969089,S,-0.6223367722723301,1,Adult,-0.37313487685241176,man,False,False,True,False,False,False,True,False
1,1,female,2.171089592926043,1,0,0.7717657882229767,C,0.035513783200323175,0,Middle_Age,0.4274542117279133,woman,False,False,False,True,False,False,False,True
1,3,female,-0.5805310492667083,0,0,-0.5294467041985125,C,-0.6223367722723301,1,Adult,-0.37368309917479764,woman,False,False,True,False,False,False,False,True
1,1,female,-0.40185438418925695,0,0,0.6579445110561708,C,-0.6223367722723301,1,Adult,1.262307195457355,woman,False,False,True,False,False,False,False,True
1,1,male,-0.3303837181582764,1,0,0.39284040931486935,C,0.035513783200323175,0,Adult,0.16641209085012473,man,False,False,True,False,False,False,True,False
0,3,male,-0.8306783803751403,1,0,-0.5434763722109722,S,0.035513783200323175,0,Teen,-0.4786175959110889,man,False,True,False,False,False,False,True,False
0,3,male,-0.7592077143441597,0,0,-0.5137451068374177,S,-0.6223367722723301,1,Adult,-0.3520494029144937,man,False,False,True,False,False,False,True,False
0,1,male,-0.544795716251218,0,0,1.9268757589030405,C,-0.6223367722723301,1,Adult,3.0106435309149773,man,False,False,True,False,False,False,True,False
0,3,female,-1.9027383708398486,3,1,-0.26458172278739334,S,2.009065449618283,0,Child,-0.45312789360438827,child,True,False,False,False,False,True,False,False
1,1,female,0.3843229421515292,1,0,0.9041581067130656,C,0.035513783200323175,0,Adult,0.5186594292463778,woman,False,False,True,False,False,False,False,True
1,3,female,-0.544795716251218,0,0,-0.529048807969089,S,-0.6223367722723301,1,Adult,-0.37313487685241176,woman,False,False,True,False,False,False,False,True
0,1,male,-0.18744238609631528,0,2,3.3781773872107554,C,0.6933643386729765,0,Adult,1.293935406364232,man,False,False,True,False,False,False,True,False
0,3,male,-0.6877370483131792,0,0,-0.5909809734863216,C,-0.6223367722723301,1,Adult,-0.4584651541949238,man,False,False,True,False,False,False,True,False
0,3,male,-0.7592077143441597,0,0,-0.5190057541014297,S,-0.6223367722723301,1,Adult,-0.35929753458065306,man,False,False,True,False,False,False,True,False
1,1,female,0.8846176043683931,0,0,3.684729650504547,C,-0.6223367722723301,1,Middle_Age,5.432618587741205,woman,False,False,False,True,False,False,False,True
1,3,female,-2.04567970290181,0,2,-0.3666057593443219,C,0.6933643386729765,0,Child,-0.42592148229457544,child,True,False,False,False,False,True,False,False
0,3,male,0.1699109440585875,0,0,-0.5161363101392413,S,-0.6223367722723301,1,Adult,-0.3553440082172934,man,False,False,True,False,False,False,True,False
1,1,female,0.3843229421515292,1,0,0.32700197408377774,S,0.035513783200323175,0,Adult,0.12105591856754198,woman,False,False,True,False,False,False,False,True
0,2,male,-0.8306783803751403,0,0,0.7382889419974455,S,-0.6223367722723301,1,Teen,1.3730059336314246,man,False,True,False,False,False,False,True,False
0,3,male,-2.04567970290181,5,2,0.22944087936937277,S,3.9826171160362427,0,Child,-0.40970499571348834,child,True,False,False,False,False,True,False,False
1,2,female,0.45579360818250975,0,0,-0.4190534560852011,S,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,woman,False,False,False,True,False,False,False,True
0,3,male,-0.3303837181582764,0,0,-0.519881890991218,Q,-0.6223367722723301,1,Adult,-0.3605046779635989,man,False,False,True,False,False,False,True,False
1,2,female,-0.9021490464061208,0,0,-0.4381830824997903,C,-0.6223367722723301,1,Teen,-0.24793987534602346,woman,False,True,False,False,False,False,False,True
1,1,male,0.45579360818250975,1,2,1.6278165702758434,S,1.3512148941456297,0,Middle_Age,0.22648328825713213,man,False,False,False,True,False,False,True,False
1,3,male,-0.6162663822821985,0,0,-0.5186078578720063,S,-0.6223367722723301,1,Adult,-0.3587493122582672,man,False,False,True,False,False,False,True,False
0,3,male,-0.11597172006533471,2,0,-0.5161363101392413,S,0.6933643386729765,0,Adult,-0.4945959923489604,man,False,False,True,False,False,False,True,False
1,1,female,-0.47332505022023746,1,0,1.4991698326377312,C,0.035513783200323175,0,Adult,0.9285636782837464,woman,False,False,True,False,False,False,False,True
1,3,female,-0.40185438418925695,0,2,-0.3482738383512211,S,0.6933643386729765,0,Adult,-0.41750222826344763,woman,False,False,True,False,False,False,False,True
0,3,male,-0.544795716251218,0,0,-0.5186078578720063,S,-0.6223367722723301,1,Adult,-0.3587493122582672,man,False,False,True,False,False,False,True,False
0,3,female,0.09844027802760695,0,0,-0.5174906876893942,S,-0.6223367722723301,1,Adult,-0.3572100726607992,woman,False,False,True,False,False,False,False,True
0,2,male,1.1705002684923154,0,0,-0.1703683126955415,S,-0.6223367722723301,1,Middle_Age,0.12105591856754198,man,False,False,False,True,False,False,True,False
0,2,male,-0.47332505022023746,0,0,-0.4668775221216741,S,-0.6223367722723301,1,Adult,-0.2874751389796198,man,False,False,True,False,False,False,True,False
1,2,female,-0.11597172006533471,0,0,-0.4257488253303074,S,-0.6223367722723301,1,Adult,-0.23080792777146508,woman,False,False,True,False,False,False,False,True
